,매체명,헤드라인,내용요약,뉴스url
324,브레인박스벤치마크,"성지한방내과한의원, ‘까다로운 변비 치료… 변비에 좋은 음식, 변비약 보단 근본 치료 필요해’","유산균, 건강식품을 먹어도 효과가 없다 등이다. 이 밖에도 장기간 변비에 시달릴 경우, 면역력 저하로 인해 각종 질병에 노출될 확률이 커지는 것은 물론 장내 노폐물에서 나온 독소가 체내에 흡수돼 기미, 주근깨, 여드름...",http://www.brainbox.co.kr/bbs/board.php?bo_table=news&wr_id=44621
325,폴리뉴스,"‘힐링메뉴’, 항암에 좋은 음식으로 구성한 암환자 식단관리","식단은 항암치료의 시작이고 기본인 만큼, 어느 한 가지 음식이나 건강식품, 대체의학에 집착하기 보다는 주변에서 흔히 구할 수 있는 식재료인 나물 등을 통해 건강한 식습관을 꾸준히 실천하는 것이 중요하다”고 전했다.",http://www.polinews.co.kr/news/article.html?no=326452
326,뉴데일리,"""지역 경제 활성화 앞장""… 이베이코리아, 강원도 신선·가공식품 발굴",해당 오픈마켓을 통해 신선·가공·건강식품 등 강원도 자연이 키워낸 다양한 우수 먹거리들을 구매할 수 있다. 강원농촌융복합산업지원센터는 온라인 판매 활성화 지원과 함께 오프라인 체험프로그램 등 다양한...,http://biz.newdaily.co.kr/news/article.html?no=10139931
327,하이닥,[1분 Q&A] 피로회복에 좋다는 비타민 B의 효능은?,"특히 활성형 비타민 B1(벤포티아민, 푸르설티아민) 제제들은, 일반 건강식품에는 들어갈 수 없으며, 오직 약국에서만 구매 가능한 일반의약품에만 들어 있습니다. 근처 약국에 가셔서 상담문의를 하시면 쉽게 좋은...",http://www.hidoc.co.kr/news/healthtoday/item/C0000274711
328,의협신문,대한비뇨기통합기능의학연구학회 출범,"통해 건강기능식품ㆍ천연물 연구와 중재적 치료기술을 개발해 비뇨생식기에 발생하는 만성ㆍ난치성 질환을 예방하고, 정밀 의료에 기반을 둔 개인 맞춤형 치료에 주력하겠다""고 밝혔다. 창립기념 심포지엄에서는...",http://www.doctorsnews.co.kr/news/articleView.html?idxno=118508
329,봉황망코리아,"올 1~7월 중국 대외 투자, 전년 동기比 44.3%↓",최근 중국 농림업 국유회사인 싼위안(三元)은 푸싱그룹(?星集?)과 손잡고 프랑스 건강식품 회사인 St-Hubert를 인수했다. 난징철강그룹은 독일 경량자동차 전문업체인 Koller Beteiligungs GmbH를 사들였으며 하이테라(Hytera)...,http://chinafocus.co.kr/view.php?no=1636
330,머니투데이,"JY그룹, 온ːon 정기연주회 'FOUR SEASONS-Winter and Spring' 후원","한편 JY그룹은 온라인 조명 쇼핑몰을 선도하는 하이전구, LED 조명 제조 전문기업 오펙스코리아, 천연 유기농 화장품, 생활용품과 건강식품 제조 전문기업 잘론네츄럴-빌리브네이처를 계열사로 두고 있으며...",http://www.mt.co.kr/view/mtview.php?type=1&no=2017082815072519785&outlink=1
331,월간암,담도암 증상 진단 시 항암에 좋은 음식 도움 받아야,남아메리카 지역 중 브라질 일부 지역에서 자라는 것으로 확인된 나무인 타히보 나무는 안쪽 수피만을 건강식품 원료로 사용할 수 있다고 한다. 여기에서 여러 질병 특히 항암 관리에 유익한 성분들이 추출된...,http://www.cancerline.co.kr/html/18312.html
332,불교공뉴스,"보이차 다이어트의 핵심 갈산의 효능, 똑똑한 섭취방법으로 시너지 효과에 도움돼","제품 포장에서 개별인정형 건강기능식품 인증마크를 찾으면 된다. 식품의약품안전처가 부여한 인증마크로, 인체적용시험을 거쳐 효능이 확인되었다는 뜻이다. 임상실험결과에 의한 적정량의 보이차추출물이 포함되어...",http://www.bzeronews.com/news/articleView.html?idxno=317562
333,머니투데이,"[장외주식] 아크로스, 1.25% 하락하며 약세",건강기능식품 업체인 메디오젠은 11.29% 급등한 1만7250원으로 강한 상승세를 보였으나 필러업체인 아크로스는 1.25% 내린 7만9000원으로 약세를 보였다. 바이오기업인 다이노나는 1.82% 하락한 5400원으로 약세를...,http://www.mt.co.kr/view/mtview.php?type=1&no=2017082917250661046&outlink=1
334,농수축산신문,"김종회 의원, ""학교급식 식재료에 국내산 농수산물 우선 사용""","개정안은 '식품위생법', '건강기능식품에 관한 법', '농수산물 품질관리법'에 따른 학교급식 식재료 금지 대상을 GMO(유전자변형 농산물) 식재료로 확대하고, 학부모가 참여하는 학교급식위원회가 식재료 선정을 심의하도록...",http://www.aflnews.co.kr/news/articleView.html?idxno=135175
335,KNS뉴스통신,"정관장 ""홍삼스틱 에브리타임으로 간편하게 건강 챙기세요""","특히?바쁜?현대인들은?건강을?위한?식품을?먹더라도?좀?더?편한?제품을?찾기?마련인데,?홍삼의?경우?스틱,?파우치?등?다양한?제형으로?시중에?출시돼?있어?인기가?높다. 대표적?홍삼?스틱인?'정관장...",http://www.kns.tv/news/articleView.html?idxno=347098
336,서울경제,"이소라ㆍ장윤주ㆍ한혜진, 슈퍼모델들의 롱런 비결 ‘닭가슴살 식단ㆍ운동’","시중에는 이런 건강 식품이 다양하게 출시돼 있어 간편하게 구매할 수 있다. 대표적으로 닭가슴살 전문 브랜드 아임닭과 건강 간편식 브랜드 아임웰을 들 수 있다. 아임닭은 닭가슴살을 큐브, 소시지, 스테이크, 육포 등...",http://www.sedaily.com/NewsView/1OJXUGUU43
337,하이닥,풋사과가 건강에 더 좋다?,시중에 선보인 풋사과 성분 체중 감량 건강기능식품은 폴리페놀과 카테킨의 효능 덕에 존재하는 것. 풋사과가 ‘다이어트에 좋다’라는 이야기가 도는 것은 풋사과에서 유래한 폴리페놀을 함유한 건강기능식품으로부터...,http://www.hidoc.co.kr/news/healthtoday/item/C0000274714
338,데일리그리드,"자연지애 '볶은 사차인치넛트' 공급..""국내 최다 유기인증과 항공직수입으로 안전 확보""","건강식품 브랜드 자연지애는 국내 최다 유기농 인증(미국, 유럽, 일본, 할랄)과 2017년 수확하여 항공직수입으로 산폐걱정이 없는 '볶은 사차인치넛트'를 제공한다고 밝혔다. 설명에 따르면 사차인치 효능은 오메가3가 다량...",http://www.dailygrid.net/news/articleView.html?idxno=58123
339,넥스트데일리,"스웨덴 에그팩 & 에그바디팩, “친환경 원료 사용 및 철저한 검수로 생산”","계란이 피부와 건강에 좋고 완전식품이라는 것은 알고 있지만, 불안감으로 인해 엄두를 못 내고 있는 것이다. ? 그러나 계란은 피부에 굉장히 좋은 효과를 나타내고 있다. 계란의 레시틴 성분이 거칠어진 피부에 윤기를...",http://www.nextdaily.co.kr/news/article.html?id=20170829800055
340,헬스경향,[한동하 원장의 웰빙의 역설] '백수오' 끓여서 먹으면 안전하다,역설적이게도 중국과 대만에서는 이엽우피소가 토종약초로 이름이 올라와있고 건강식품원료로 사용이 허가돼 있다. 하지만 우리나라는 독성여부를 떠나서 이엽우피소의 재배 및 유통 자체는 물론 건강(기능)식품에...,http://www.k-health.com/news/articleView.html?idxno=31078
341,디지털타임스,"제약사, 연구소 잇단 신축·이전… 연구소장 영입도 박차","이번에 설립한 연구소에는 양사 연구원 10여 명이 상주해 마이크로바이옴 기반 신약과 건강기능식품 등을 개발할 예정이다. 일동제약은 소화기 및 피부질환, 면역질환 등 분야에도 마이크로바이옴 기술을 적용할 방안을...",http://www.dt.co.kr/contents.html?article_no=2017083002101476029001&ref=naver
342,대전투데이,금산세계인삼엑스포 박동철 금산군수에 듣는다,"하지만 인삼 재배면적 감소, 중국의 동북공정, 캐나다 등 외국인삼과의 경쟁에 따른 위기와 세계적으로 건강식품에 대한 수요의 확대 등 국제식품 규격위원회(CODEX)가 인삼을 식품으로 인정하는 기회가 공존하는 것이...",http://www.daejeontoday.com/news/articleView.html?idxno=465343
343,광남일보,2018년도 정부 예산안 429조 확정,"정부는 건강기능식품인 인삼에 대한 안전관리를 강화하고, 날로 치열해지는 국제 인삼시장에서 우리나라 인삼의 경쟁력을 높이고자 현행 자율사항인 인삼 경작신고를 의무화하는 ‘인삼산업법 일부 개정안’도...",http://www.gwangnam.co.kr/read.php3?aid=1503997459265972067
344,약사공론,"서울식약청, '제3차 식·의약 시험분석 연구회' 개최",이번 행사는 건강기능식품 공전시험법 개정사항 및 최신 연구동향에 대한 교육을 통해 시험·검사기관 및 자가품질검사기관 등의 품질관리 역량을 강화하고 정보교류를 활성화하기 위해 마련됐다. 주요 내용은...,http://www.kpanews.co.kr/article/show.asp?idx=186648&table=article&category=C
345,일요시사,"한국야쿠르트, '야쿠르트 구미젤리 사과맛' 출시",아연은?식품의약품안전처로부터?건강기능식품?고시형으로?인정받은?원료로?정상적인?면역기능과?성장에?도움을?준다. 여기에?야쿠르트의?특허?유산균(락토바실러스?카제이)과?필수?비타민?12종이...,http://www.ilyosisa.co.kr/news/articleView.html?idxno=133906
346,일간스포츠,탈모치료를 위해 바꿔야 할 습관 6가지는?,"두 번째, 증명되지 않은 민간요법과 건강식품에 의존했기 때문이다. 탈모진행을 막기 위해 탈모가 치료된다는 민간요법, 탈모에 효과적이라는 건강식품 등을 찾는 경우가 있는데, 이는 치료보다는 예방효과에 적합하다....",http://isplus.live.joins.com/news/article/aid.asp?aid=21478233
347,메디파나뉴스,"서울시약, 내달 6일 노인약료 전문가과정 2기 개강","심화과정은 노인환자의 복합질환 사례를 중심으로 복약상담법, Lab 데이터 해석, 영양, 일반약, 한방제제, 건강기능식품 등 임상약학 뿐만 아니라 노인상담 사례 연구와 토론이 이뤄진다. ? 수강자에게는 총 48주...",http://medipana.com/news/news_viewer.asp?NewsNum=206022&MainKind=A&NewsKind=5&vCount=12&vKind=1
348,KNS뉴스통신,"고구마 전성시대, 김민석?권혁수도 애정하는 건강식","고구마는?감자에?비해?비타민C가?풍부하고?당도가?높은?데다?포만감이?높은?식품이어서?다이어트?식품,?건강?간식,?대체식,?이유식?등으로?다양하게?활용되고?있다.? 또한?아임웰?굿밸런스?도시락은...",http://www.kns.tv/news/articleView.html?idxno=347062
349,전북도민일보,(주)이화마을·이씨명가 이호덕 회장 '신지식인상' 수상,"이 회장은 건강식품전문기업 이씨명가의 '닭발액기스' 등 다양한 제품을 개발하여 국민건강발전에 크게 이바지한 공로를 인정받아 건강발전기업 신지식인 수상자로 선정됐다. 또, 2015년 이화명품 '삼채달팽이액기스'를...",http://www.domin.co.kr/news/articleView.html?idxno=1165683
350,전북도민일보,"토마토고추장 활용 떡볶이 소스, 베트남 수출계약",건강식품 가공업체인 황금나무(주)는 지난해 7월 시장 조사에 이어 올해 6월 상담회 등을 거쳐 이번에 독점 계약을 체결하는 쾌거를 올렸다. 더욱이 소스의 생산은 국내 최고 수준의 소스 생산시설은 물론 기술력까지...,http://www.domin.co.kr/news/articleView.html?idxno=1165575
351,쿠키뉴스,"대구 수성구청, 안전점검의 날 캠페인 펼쳐","이날 캠페인에서는 계속되는 무더위에 주민 건강수칙, 식품위생 안전수칙, 다중이용시설 안전수칙 등 실생활에 유용한 정보를 소개하고 홍보물을 나눠줬다. tasigi72@kukinews.com",http://www.kukinews.com/news/article.html?no=480649
352,데일리시큐,환절기를 건강하게 지켜줄 프로바이오틱스 유산균 먹는법,"제품 포장에서 개별인정형 건강기능식품 인증마크를 찾으면 된다. 식품의약품안전처가 부여한 인증마크로, 인체적용시험을 거쳐 효능이 확인되었다는 뜻이다. 임상실험결과에 의한 적정량의 보이차추출물이 포함되어...",http://www.dailysecu.com/?mod=news&act=articleView&idxno=23272
353,새전북신문,"토마토고추장 활용 소스, 베트남 진출",토마토고추장을 활용한 떡볶이 소스가 베트남 수출을 확정하면서 순창군 소스산업에 청신호가 들어왔다 건강식품 가공업체인 농업회사법인 황금나무(주)가 최근 25일 베트남 호치민에서 '굿웰 떡볶이 소스' 1년분 70톤...,http://www.sjbnews.com/news/articleView.html?idxno=548179
354,새전북신문,해독작용 탁월… 국민 안전 먹거리 '우뚝',그래서 곰소금빛소금의 해수 황토 지장수 소금 역시 다양한 효능이 있는 건강식품이다. 물 한 컵에 구운소금 2분의 1 티스푼을 잘 녹여서 식전 30분 전에 마시면 내장지방 분해를 도와 다이어트에 도움이 되며 양치질 할 때...,http://www.sjbnews.com/news/articleView.html?idxno=548162
355,전라일보,"순창 토마토고추장 활용 소스, 베트남 진출 성공",순창군 토마토고추장을 활용한 떡볶이 소스가 베트남 수출을 확정하면서 순창군 소스산업이 성공 가도를 달리고 있다 군은 건강식품 가공업체인 농업회사법인 황금나무(주)가 최근 25일 베트남 호치민에서 '굿웰 떡볶이...,http://www.jeollailbo.com/news/articleView.html?idxno=520351
356,전라일보,해수 황토 지장수로 만든 고품질 천일염·구운소금 '인기몰이',그래서 곰소금빛소금의 해수 황토 지장수 소금 역시 다양한 효능이 있는 건강식품이다. 물 한 컵에 구운소금 2분의 1 티스푼을 잘 녹여서 식전 30분 전에 마시면 내장지방 분해를 도와 다이어트에 도움이 되며 양치질 할 때...,http://www.jeollailbo.com/news/articleView.html?idxno=520319
357,KNS뉴스통신,"이세철 시사평론가 ""'지식인 코너' 마케팅 업체 광고수단 전락""","이어?""또?다른?유형은?이슈?되는?상품이나?건강보조식품?등에?질문을?하고?체험식의?답변을?다는?형식으로?이를?모르는?사람들에게?자신들이?광고하는?상품을?구입하게?유도해?2차?피해를?주고?있어...",http://www.kns.tv/news/articleView.html?idxno=347037
358,아크로팬,회사에서 애프터 바캉스 케어 돕는 ‘오피스템’은,"휴가 기간 내내 섭취한 고지방, 고탄수화물 음식으로부터 체지방 감소와 대사 관리를 돕는 건강기능식품부터 오랜 야외활동으로 인해 예민해진 피부와 두피를 관리해주는 뷰티 제품까지 다양한 오피스 아이템이...",http://www.acrofan.com/ko-kr/detail.php?number=60227&thread=AA10
359,스타뉴스,"'로마의 휴일' 임창정X정상훈X공형진 ""영화이야기 안하겠다..살려줘""","박경림은 ""보통 배우들은 무비토크를 하기전 긴장하는데, 이 세 분은 건강식품 이야기, 목디스크 이야기를 하더라""라고 입을 열었다. 그러자 임창정은 ""이번 영화는 내가 한 영화 중 가장 홍보가 많이 됐다. 그래서 오늘...",http://star.mt.co.kr/view/stview.php?no=2017082920475656226&type=1&outlink=1
360,한국농어민신문,"김종회 의원, 학교급식 'GMO 사용금지' 법제화 추진","신설?내용은?학교급식에?쓸?수?없는?유전자변형?식재료를?식품위생법,?건강기능식품에?관한?법,?농수산물?품질관리법에?따른?것으로?범위를?확대한다는?조항이다. 또?학교급식에?국내산?농수산물을?우선...",http://www.agrinet.co.kr/news/articleView.html?idxno=155251
361,한국농어민신문,"남해군, 마늘산업 부활 날개 단다","남해마늘은?양념용뿐만?아니라,?다양한?연구개발을?통해?흑마늘ㆍ농축액ㆍ분말ㆍ음료?등?건강기능식품과?의약품?원료로?발전해?나갔다.?그러나?마늘?재배면적?감소해?2016년?기준?725만㎡까지?줄어...",http://www.agrinet.co.kr/news/articleView.html?idxno=155240
362,OSEN,"'로마' 임창정x공형진x정상훈, 흥 돋는 아재들의 꿀수다[V라이브 종합]","시작하기 전에 영화 이야기를 하는 게 대부분인데, 이 분들은 담 걸린 이야기, 건강식품 이야기 이런 거 하더라""고 말했다. 임창정은 ""오늘 우리는 영화 이야기 안하기로 했다. 이미 너무 홍보가 많이 돼서 안해도 될 것...",http://www.osen.co.kr/article/G1110720106
363,경향신문,[의술인술]햇빛 싫어하는 피부…노화 막으려면 눈·비 올 때도 자외선 차단제 발라야,"어떤 음식이나 건강보조식품, 기능성 식품이 좋다고 해서 부작용이나 효과도 따져보지 않고 이것저것 먹는 것은 위험한 일이다. 담배를 피우면 피부가 빨리 늙게 되고 게다가 우리 몸을 병들게 한다. 금연은 필수다....",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201708292153005&code=900303
364,헤럴드POP,"'로마의휴일' 임창정X공형진X정상훈, 흥부자들의 유쾌 입담(V무비 종합)","시작하기 전에 영화 이야기를 하는 게 대부분인데, 이 분들은 담 걸린 이야기, 건강식품 이야기 이런 거 하더라""고 전해 범상치 않음을 예고했다. 임창정은 ""오늘 우리는 영화 이야기 안 하기로 했다. 이미 너무 홍보가...",http://biz.heraldcorp.com/view.php?ud=201708292139188951680_1
365,전북일보,순창 토마토고추장 소스 570톤 베트남 수출 계약,"29일 군에 따르면 건강식품 가공업체인 농업회사법인 황금나무(주)가 지난 25일 베트남 호치민에서 ‘굿웰 떡볶이 소스’ 1년분 70톤, 향후 5년간 500톤을 수출하는 계약을 성사시켰다. 이번에 수출하는 ‘굿웰 떡볶이...",http://www.jjan.kr/news/articleView.html?idxno=1136701
366,데일리팜,"서울시약, 9월 6일 노인약료 전문가 과정 개강","심화과정은 노인환자의 복합질환 사례를 중심으로 복약상담법, Lab 데이터 해석, 영양, 일반약, 한방제제, 건강기능식품 등 임상약학 뿐만 아니라 노인상담 사례 연구와 토론이 이뤄진다. 수강자에게는 총 48주...",http://www.dailypharm.com/News/230280
367,경상일보,영양제 챙겨먹는 것보다 삼시세끼 식사가 더 중요,""" ­최근 건강식품을 많이들 먹는데 노인 영양에 도움이 되나요? ""흔히 건강기능식품이라고들 하는데, 우리가 기대하는 것과 다르게 효과가 확실하게 밝혀진 경우는 거의 없다. 더 많은 연구가 필요한 부분이다. 그래서...",http://www.ksilbo.co.kr/news/articleView.html?idxno=610045
368,브레이크뉴스,순창 '토마토고추장 소스' 베트남 수출!,"전북 순창군은 ""건강식품 가공업체인 농업회사법인 황금나무(주)가 최근 베트남 호치민에 '굿웰 떡볶이 소스' 1년분 70톤을 수출하는 계약을 성사시켰다""고 29일 밝혔다. 향후 5년간 총 500톤 규모 수출 계약이 독점적으로...",http://www.breaknews.com/sub_read.html?uid=527544§ion=sc2
